Record_ID,City,Month,Temperature_C,Humidity_pct,Pressure_hPa,Wind_Speed_kmph,Cloud_Cover_pct,Visibility_km,Rainfall_mm,Weather_Condition,Rain_Tomorrow
327,Hyderabad,10,14.8,41,1003.6,6.1,41,2.3,5.2,Partly Cloudy,1
328,Mumbai,9,37.3,34,1004.9,28.3,50,9.4,6.8,Partly Cloudy,0
329,Hyderabad,3,41.2,80,1021.7,28.9,83,5.8,1.3,Cloudy,0
330,Ahmedabad,6,15.6,47,1005.1,22.3,37,3.2,0,Partly Cloudy,0
331,Ahmedabad,7,36.9,97,991.3,18.5,78,4.5,0,Foggy,1
332,Mumbai,4,19.8,65,996.7,26.7,11,12.6,0,Sunny,0
333,Hyderabad,8,8.4,51,1000.0,3.0,32,12.1,0.2,Sunny,0
334,Lucknow,3,38.1,88,1025.3,11.2,48,2.9,0,Foggy,1
335,Ahmedabad,11,33.8,53,996.5,3.1,4,5.5,0,Sunny,1
336,Bengaluru,7,13.5,34,1011.9,27.0,11,6.1,11.7,Sunny,0
337,Jaipur,12,9.1,46,1014.3,13.6,6,2.9,1.4,Sunny,0
338,Pune,5,30.5,63,999.5,2.4,73,8.9,6.1,Cloudy,1
339,Delhi,6,8.1,36,1001.8,20.2,76,8.0,5.8,Cloudy,0
340,Mumbai,8,36.7,64,1021.4,14.7,84,5.1,4.9,Cloudy,0
341,Lucknow,3,20.6,73,1004.8,13.9,33,7.4,0,Sunny,0
342,Bengaluru,12,30.7,35,1016.7,24.4,52,14.6,10.0,Partly Cloudy,0
343,Pune,1,36.6,91,1006.7,16.5,60,9.2,3.4,Partly Cloudy,1
344,Delhi,9,27.4,91,1022.0,20.6,79,3.5,7.2,Foggy,0
345,Jaipur,3,40.3,46,1028.9,24.4,16,2.1,7.2,Sunny,1
346,Bengaluru,10,16.8,33,993.5,17.1,70,5.9,6.6,Partly Cloudy,1
347,Jaipur,1,34.7,91,1021.3,4.3,19,3.5,0,Foggy,0
348,Mumbai,10,34.5,61,1024.7,26.5,52,5.1,0,Partly Cloudy,0
349,Ahmedabad,10,24.1,47,1001.0,5.2,77,10.7,0,Cloudy,0
350,Chennai,1,33.4,59,1025.9,1.6,38,5.7,3.4,Partly Cloudy,0
351,Mumbai,4,12.6,81,1021.0,10.3,93,7.1,1.0,Cloudy,1
352,Lucknow,12,24.5,91,1024.7,24.8,65,12.2,0.4,Partly Cloudy,1
353,Pune,7,12.6,92,1025.2,1.8,24,13.3,1.0,Sunny,1
354,Delhi,6,32.0,60,1004.7,14.5,50,10.1,2.1,Partly Cloudy,1
355,Delhi,4,20.7,82,997.1,26.2,75,8.9,0,Cloudy,1
356,Mumbai,5,8.9,31,996.5,17.6,27,13.1,8.4,Sunny,0
357,Chennai,5,30.2,90,990.8,23.6,98,10.7,0.4,Cloudy,1
358,Delhi,4,16.6,64,1018.5,21.6,35,7.2,0.9,Sunny,1
359,Hyderabad,8,16.6,84,1002.1,16.1,79,6.9,7.8,Cloudy,0
360,Hyderabad,9,30.0,61,1001.9,4.1,8,6.0,4.1,Sunny,1
361,Hyderabad,5,16.9,63,997.5,16.0,30,13.6,3.6,Sunny,0
362,Hyderabad,11,12.8,28,1016.2,29.9,33,13.7,0,Sunny,0
363,Delhi,10,32.1,98,1022.6,11.0,91,4.5,0,Foggy,0
364,Hyderabad,9,18.2,46,1023.6,26.4,23,5.5,0,Sunny,0
365,Kolkata,12,35.5,48,1027.9,27.1,83,2.7,0,Cloudy,1
366,Hyderabad,6,16.9,62,1008.6,4.4,6,13.2,7.0,Sunny,0
367,Ahmedabad,2,24.1,49,1010.0,26.2,48,8.7,0,Partly Cloudy,1
368,Chennai,6,21.9,97,1025.7,29.6,18,5.8,5.8,Sunny,0
369,Mumbai,8,19.3,47,1002.5,2.7,57,5.2,3.2,Partly Cloudy,0
370,Jaipur,2,12.4,80,1015.3,12.7,61,6.7,0,Partly Cloudy,1
371,Chennai,12,20.7,26,1025.7,22.9,67,4.1,0,Partly Cloudy,1
372,Hyderabad,5,12.4,74,1010.1,9.9,8,12.6,0,Sunny,1
373,Kolkata,8,32.7,92,1003.5,26.8,17,6.1,4.3,Sunny,1
374,Lucknow,1,15.8,41,998.4,1.6,64,3.8,0.3,Partly Cloudy,1
375,Delhi,7,37.8,57,1020.8,19.1,76,14.9,0,Cloudy,1
376,Mumbai,7,23.1,40,1011.9,14.8,19,4.3,0,Sunny,0
377,Delhi,5,22.3,37,1016.5,8.8,77,11.0,0,Cloudy,0
378,Ahmedabad,2,17.6,38,1009.9,18.7,99,5.1,8.2,Cloudy,0
379,Chennai,6,31.9,62,996.4,16.9,26,10.8,0,Sunny,1
380,Mumbai,2,36.4,88,996.0,3.6,65,2.5,3.4,Foggy,0
381,Kolkata,11,15.9,62,1000.6,2.5,22,13.3,3.3,Sunny,0
382,Lucknow,12,11.9,30,990.4,5.0,82,3.8,0,Cloudy,1
383,Jaipur,10,17.1,36,1004.9,10.9,14,6.9,4.4,Sunny,0
384,Jaipur,7,30.1,46,994.5,21.2,7,14.8,0,Sunny,0
385,Mumbai,7,39.0,86,1022.1,20.7,23,9.8,1.8,Sunny,0
386,Bengaluru,8,39.3,39,1025.5,13.8,8,5.0,0,Sunny,0
387,Pune,12,27.6,97,999.0,28.7,43,8.5,0,Partly Cloudy,1
388,Chennai,8,19.8,74,995.9,25.0,78,2.2,0,Cloudy,0
389,Bengaluru,9,36.9,88,1024.8,3.2,62,5.8,1.0,Partly Cloudy,1
390,Pune,11,20.9,55,993.2,13.9,73,7.5,6.5,Cloudy,0
391,Jaipur,6,12.0,88,1019.8,1.5,51,7.1,0.4,Partly Cloudy,1
392,Ahmedabad,10,29.7,90,1012.5,20.0,58,14.3,3.0,Partly Cloudy,1
393,Delhi,4,36.7,67,1012.4,19.0,60,11.2,0,Partly Cloudy,1
394,Chennai,1,19.6,62,1011.9,11.8,13,2.1,4.7,Sunny,1
395,Bengaluru,12,33.2,77,994.3,18.7,24,3.1,2.6,Sunny,0
396,Chennai,12,19.5,78,991.9,19.4,86,9.4,0.2,Cloudy,0
397,Jaipur,8,30.4,89,995.4,15.5,67,11.4,0,Partly Cloudy,0
398,Pune,3,31.5,47,1019.2,4.7,49,10.4,0,Partly Cloudy,0
399,Hyderabad,9,38.0,78,1029.2,27.6,97,4.9,0,Cloudy,1
400,Bengaluru,3,22.0,90,1002.0,21.3,40,11.1,3.2,Partly Cloudy,0
401,Chennai,4,15.1,62,1017.5,27.7,16,14.7,0,Sunny,0
402,Hyderabad,12,11.9,70,1012.5,17.9,85,11.1,0,Cloudy,0
403,Pune,5,37.8,79,1022.3,16.2,3,6.6,2.1,Sunny,1
404,Bengaluru,5,31.2,43,1023.6,21.0,37,4.3,1.1,Partly Cloudy,0
405,Hyderabad,8,11.5,96,1024.6,22.5,71,6.7,0,Cloudy,0
406,Delhi,7,21.2,65,1028.6,2.6,95,4.9,2.4,Cloudy,0
407,Jaipur,4,39.0,72,1020.2,16.9,77,4.2,2.5,Cloudy,1
408,Mumbai,3,40.7,90,994.8,2.2,35,9.0,0,Sunny,1
409,Ahmedabad,5,8.2,84,1018.4,5.5,19,14.0,0,Sunny,0
410,Kolkata,8,34.9,95,1004.3,23.7,40,8.6,0,Partly Cloudy,0
411,Pune,2,34.7,45,1006.6,16.6,11,6.2,6.0,Sunny,0
412,Kolkata,4,40.3,92,1009.0,17.3,96,14.7,0,Cloudy,1
413,Hyderabad,8,16.2,56,1028.4,20.8,41,6.6,1.2,Partly Cloudy,1
414,Kolkata,1,39.0,72,1010.6,15.8,62,2.1,0.6,Partly Cloudy,0
415,Chennai,6,25.5,37,996.7,28.7,68,8.7,0.6,Partly Cloudy,0
416,Chennai,11,22.4,38,998.2,25.0,94,12.0,0.5,Cloudy,0
417,Mumbai,12,31.3,28,1008.4,10.6,11,2.5,2.2,Sunny,1
418,Chennai,5,21.9,82,1015.2,13.6,2,6.8,3.9,Sunny,1
419,Delhi,11,32.5,33,1020.2,18.0,89,13.0,0,Cloudy,1
420,Kolkata,10,10.9,81,1005.3,24.8,3,7.9,5.1,Sunny,0
421,Bengaluru,12,21.3,94,1001.8,19.4,38,10.6,8.1,Partly Cloudy,0
422,Hyderabad,1,26.8,96,995.7,2.2,73,9.6,0,Cloudy,1
423,Mumbai,5,15.1,69,998.5,27.3,65,3.4,5.8,Partly Cloudy,1
424,Mumbai,3,30.8,97,1024.1,25.7,70,7.7,9.3,Partly Cloudy,1
425,Kolkata,11,10.3,37,997.9,17.8,42,6.3,0,Partly Cloudy,0
426,Mumbai,4,18.8,82,1003.1,20.1,88,9.4,0,Cloudy,1
427,Hyderabad,6,40.6,46,990.2,8.1,28,11.1,0,Sunny,0
428,Hyderabad,8,23.7,70,1021.0,15.1,13,3.9,0,Sunny,0
429,Kolkata,3,38.3,50,1000.5,26.7,9,11.3,8.1,Sunny,0
430,Ahmedabad,10,21.8,52,1026.3,17.0,69,13.6,0,Partly Cloudy,0
431,Bengaluru,6,21.3,62,995.4,15.5,11,6.9,0,Sunny,0
432,Ahmedabad,11,13.6,90,995.6,5.6,72,14.3,2.9,Cloudy,0
433,Bengaluru,12,32.9,70,991.6,23.1,29,2.3,0,Sunny,1
434,Hyderabad,7,24.0,83,1025.3,2.2,83,5.9,4.1,Cloudy,0
435,Pune,11,36.2,58,1013.1,17.5,48,10.3,0,Partly Cloudy,0
436,Pune,5,20.8,53,1010.7,11.2,44,8.1,6.0,Partly Cloudy,0
437,Ahmedabad,1,25.1,42,1007.6,7.7,65,10.2,3.8,Partly Cloudy,1
438,Mumbai,11,15.8,67,1018.8,15.0,61,8.0,6.1,Partly Cloudy,0
439,Lucknow,1,16.3,41,1012.9,5.7,80,8.4,5.2,Cloudy,1
440,Bengaluru,9,40.6,97,1015.5,26.5,93,10.4,1.2,Cloudy,1
441,Mumbai,4,23.3,85,1024.7,5.9,52,9.6,3.1,Partly Cloudy,1
442,Pune,5,13.7,68,1026.9,18.3,8,4.6,0,Sunny,0
443,Mumbai,1,14.9,89,1017.4,25.0,77,2.8,0,Foggy,1
444,Pune,9,33.6,36,1009.3,4.8,77,8.8,4.0,Cloudy,1
445,Lucknow,9,22.3,30,1017.9,13.4,61,12.2,0,Partly Cloudy,0
446,Ahmedabad,2,22.5,57,1009.1,7.7,10,5.3,5.0,Sunny,0
447,Lucknow,5,14.4,25,1013.1,4.4,0,6.6,3.0,Sunny,0
448,Mumbai,3,22.5,57,1000.5,16.5,72,6.4,11.7,Cloudy,1
449,Lucknow,4,22.0,96,1009.3,11.7,71,8.0,9.5,Cloudy,0
450,Lucknow,12,12.7,40,1019.9,14.0,89,14.3,2.5,Cloudy,1
451,Pune,7,34.7,95,1014.6,20.9,6,3.7,1.0,Foggy,1
452,Bengaluru,8,39.5,80,993.5,8.6,47,2.6,0.4,Partly Cloudy,1
453,Lucknow,7,28.9,91,1001.5,28.9,7,14.3,3.6,Sunny,0
454,Chennai,11,39.6,91,1001.4,2.0,76,8.4,0,Cloudy,0
455,Ahmedabad,3,30.9,71,999.6,1.0,20,2.7,0,Sunny,0
456,Lucknow,10,14.8,26,1019.5,3.0,11,8.9,5.5,Sunny,0
457,Pune,10,19.8,60,999.1,28.9,58,14.1,0,Partly Cloudy,0
458,Mumbai,9,10.5,62,1003.6,4.4,65,14.4,1.2,Partly Cloudy,0
459,Ahmedabad,5,31.6,73,1012.5,23.3,96,6.1,4.2,Cloudy,0
460,Delhi,8,12.0,33,1005.3,23.9,28,10.6,0,Sunny,0
461,Hyderabad,7,40.5,91,1011.4,21.3,33,4.9,6.7,Foggy,0
462,Mumbai,9,39.7,85,1002.6,7.3,73,5.1,7.1,Cloudy,0
463,Chennai,8,33.1,55,1019.4,26.3,26,4.6,5.3,Sunny,1
464,Mumbai,2,39.3,88,1014.6,23.2,69,14.4,0,Partly Cloudy,0
465,Hyderabad,10,18.7,98,1024.8,15.2,97,13.9,2.3,Cloudy,1
466,Delhi,9,35.2,86,1027.6,1.9,44,6.8,4.0,Partly Cloudy,0
467,Bengaluru,8,41.2,91,1008.4,21.0,1,10.6,0,Sunny,1
468,Kolkata,3,26.7,55,1000.8,28.8,43,6.4,2.1,Partly Cloudy,0
469,Chennai,7,31.8,72,1004.6,12.6,57,3.9,7.4,Partly Cloudy,1
470,Mumbai,12,17.2,55,1012.2,25.8,25,3.5,5.3,Sunny,0
471,Bengaluru,8,35.4,47,1006.9,4.9,80,8.5,1.4,Cloudy,1
472,Pune,10,9.6,37,1017.6,2.7,32,7.9,0,Sunny,0
473,Jaipur,12,19.4,71,1004.4,17.2,32,6.1,0,Sunny,0
474,Ahmedabad,4,27.6,93,997.0,23.6,45,5.9,2.9,Partly Cloudy,1
475,Jaipur,2,21.0,61,1008.6,28.7,21,10.1,5.2,Sunny,0
476,Lucknow,2,10.7,68,999.1,10.2,37,11.1,0,Partly Cloudy,0
477,Lucknow,5,38.2,71,1019.9,16.1,57,7.1,3.4,Partly Cloudy,0
478,Kolkata,12,31.8,35,998.4,12.5,12,2.4,1.5,Sunny,0
479,Pune,1,8.9,75,1011.0,29.9,13,5.0,4.6,Sunny,0
480,Kolkata,4,16.4,61,1007.7,4.7,67,12.8,9.0,Partly Cloudy,1
481,Hyderabad,6,37.4,84,1029.0,16.7,34,8.9,8.5,Sunny,0
482,Ahmedabad,10,23.5,97,1007.4,19.6,68,5.7,12.1,Stormy,1
483,Chennai,2,23.0,71,1006.5,5.5,1,1.5,4.4,Sunny,1
484,Jaipur,9,8.3,87,1027.9,14.8,1,11.8,0,Sunny,0
485,Ahmedabad,4,35.1,95,1004.9,12.9,71,7.4,3.0,Cloudy,0
486,Lucknow,4,16.9,79,1015.0,16.0,78,12.4,10.9,Cloudy,0
487,Kolkata,11,33.3,59,1006.5,25.8,23,3.3,4.7,Sunny,0
488,Ahmedabad,8,14.4,27,996.1,29.1,2,4.0,4.0,Sunny,1
489,Kolkata,3,32.3,26,999.3,5.4,63,4.4,0,Partly Cloudy,0
490,Hyderabad,8,31.7,29,1003.2,25.5,18,2.3,4.7,Sunny,0
491,Mumbai,9,24.0,49,1025.8,8.3,48,12.7,6.7,Partly Cloudy,1
492,Jaipur,4,33.1,29,998.0,22.3,12,8.5,6.4,Sunny,0
493,Jaipur,7,31.2,64,1027.4,5.6,93,2.1,8.6,Cloudy,1
494,Kolkata,4,20.3,31,1024.5,7.3,14,4.7,0,Sunny,0
495,Delhi,3,35.0,40,1005.8,8.0,5,9.3,0,Sunny,1
496,Mumbai,4,13.4,36,1017.4,10.8,97,9.9,0,Cloudy,1
497,Bengaluru,12,26.2,38,995.0,7.7,71,12.1,3.4,Cloudy,0
498,Chennai,1,31.4,70,1019.0,8.3,5,8.1,0,Sunny,0
499,Kolkata,9,31.7,49,1012.7,16.8,41,11.4,0,Partly Cloudy,0
500,Pune,3,10.3,44,1008.0,24.8,69,6.5,12.3,Rainy,0
501,Pune,7,32.9,27,1014.8,11.6,79,4.7,1.7,Cloudy,0
502,Lucknow,4,25.8,88,1020.6,5.5,36,5.9,0,Partly Cloudy,0
503,Mumbai,2,25.8,33,991.8,28.2,22,13.3,2.2,Sunny,1
504,Ahmedabad,11,36.4,87,1011.0,21.3,32,2.2,6.0,Foggy,1
505,Mumbai,1,39.6,51,1016.2,27.9,10,7.8,0,Sunny,0
506,Lucknow,6,35.0,32,1022.9,8.7,5,11.4,0,Sunny,0
507,Mumbai,4,40.7,37,994.0,7.7,49,4.1,0,Partly Cloudy,0
508,Bengaluru,9,33.5,78,1019.8,23.2,73,6.3,2.4,Cloudy,1
509,Lucknow,2,13.7,48,1012.0,15.6,84,3.6,8.4,Cloudy,1
510,Hyderabad,9,41.7,66,1023.8,13.0,81,7.3,2.9,Cloudy,0
511,Ahmedabad,4,27.1,52,1005.0,17.0,95,4.9,8.3,Cloudy,1
512,Delhi,5,28.3,91,995.4,26.8,0,5.6,0,Sunny,1
513,Hyderabad,1,34.2,60,1026.8,15.8,73,14.0,3.8,Cloudy,1
514,Bengaluru,5,20.5,56,999.3,24.5,11,9.2,1.6,Sunny,0
515,Chennai,12,10.6,66,1021.7,6.0,88,11.0,3.9,Cloudy,0
516,Delhi,12,35.5,73,993.1,2.6,98,6.0,1.0,Cloudy,0
517,Lucknow,7,39.6,40,1024.8,7.6,83,13.0,9.4,Cloudy,0
518,Delhi,5,25.8,65,1011.6,5.3,64,10.9,0,Partly Cloudy,1
519,Lucknow,8,33.6,98,1010.2,7.4,37,12.1,3.2,Partly Cloudy,1
520,Delhi,9,21.6,35,1005.9,13.6,89,3.3,6.6,Cloudy,1
521,Pune,4,24.6,98,997.8,18.9,94,8.6,3.2,Cloudy,1
522,Ahmedabad,2,11.8,77,1006.9,11.1,41,6.2,4.4,Partly Cloudy,0
523,Kolkata,3,41.6,81,1014.9,13.8,29,4.2,0,Sunny,0
524,Mumbai,12,9.9,43,1024.8,24.8,1,6.1,6.5,Sunny,0
525,Kolkata,8,24.0,67,998.4,16.6,26,8.9,0.5,Sunny,0
526,Bengaluru,12,31.8,27,1005.1,27.3,67,2.1,0,Partly Cloudy,1
527,Kolkata,4,34.8,59,992.1,20.0,1,2.4,0,Sunny,0
528,Hyderabad,2,8.6,74,999.2,12.0,90,2.8,0,Cloudy,1
529,Ahmedabad,9,11.0,50,1010.0,14.3,91,1.8,3.1,Cloudy,1
530,Lucknow,12,13.3,69,1017.4,11.3,38,4.7,6.6,Partly Cloudy,0
531,Pune,5,35.6,57,1025.1,26.8,3,14.2,3.9,Sunny,0
532,Lucknow,11,12.7,73,1010.8,20.7,80,10.8,1.9,Cloudy,1
533,Ahmedabad,3,22.5,64,1026.4,10.5,69,3.3,0,Partly Cloudy,0
534,Chennai,3,18.5,92,1026.4,13.5,98,3.5,0,Foggy,0
535,Bengaluru,6,10.3,93,1027.9,4.4,40,12.8,1.2,Partly Cloudy,1
536,Lucknow,7,18.3,60,996.1,6.5,16,4.0,1.5,Sunny,0
537,Ahmedabad,10,17.1,97,1014.5,18.3,29,10.8,0,Sunny,1
538,Pune,10,23.9,72,997.4,12.2,60,3.4,8.9,Partly Cloudy,1
539,Delhi,7,34.0,26,1027.0,28.6,28,11.5,8.9,Sunny,1
540,Jaipur,10,24.7,66,1024.7,26.7,54,7.0,0,Partly Cloudy,1
541,Lucknow,12,18.6,98,1013.8,16.2,90,12.1,0,Cloudy,0
542,Delhi,4,25.6,75,1029.4,2.1,49,8.5,0,Partly Cloudy,0
543,Delhi,4,17.9,75,1025.4,23.4,36,7.7,0,Partly Cloudy,1
544,Pune,3,23.8,82,993.6,15.5,23,12.0,3.7,Sunny,0
545,Pune,3,21.4,66,1008.0,6.2,75,13.6,11.2,Cloudy,1
546,Hyderabad,12,30.1,45,1018.7,4.6,14,11.0,0,Sunny,0
547,Mumbai,9,32.0,90,1014.5,5.6,70,6.6,4.3,Partly Cloudy,1
548,Bengaluru,3,37.5,47,1020.8,2.5,39,5.7,0,Partly Cloudy,0
549,Jaipur,5,29.3,40,1025.9,28.9,0,9.9,0.4,Sunny,0
550,Pune,1,28.7,88,999.5,18.1,60,7.6,8.5,Partly Cloudy,1
551,Ahmedabad,10,8.2,95,1001.1,19.2,26,2.2,4.8,Foggy,1
552,Delhi,11,27.7,63,1003.2,3.5,13,7.1,6.3,Sunny,1
553,Kolkata,10,30.5,98,1021.5,6.1,58,11.6,2.1,Partly Cloudy,0
554,Hyderabad,6,38.5,33,1020.3,25.5,8,5.5,1.5,Sunny,1
555,Kolkata,6,25.9,92,998.4,7.1,7,3.0,0,Foggy,0
556,Jaipur,12,31.4,61,1007.1,25.6,33,8.6,0,Sunny,0
557,Hyderabad,3,28.9,88,1010.8,19.3,63,12.4,5.7,Partly Cloudy,1
558,Chennai,1,12.0,84,1015.0,4.4,26,12.3,0,Sunny,0
559,Lucknow,1,19.3,96,1022.2,7.2,81,4.2,1.3,Foggy,1
560,Pune,9,19.0,25,994.6,10.7,50,11.3,9.2,Partly Cloudy,0
561,Delhi,3,14.6,68,1026.9,14.9,60,12.3,0,Partly Cloudy,0
562,Pune,6,23.7,77,1027.1,2.6,66,5.5,0,Partly Cloudy,0
563,Hyderabad,9,26.2,51,1013.1,10.6,45,2.4,6.2,Partly Cloudy,1
564,Lucknow,11,26.2,46,1012.8,12.3,76,3.1,10.7,Cloudy,0
565,Kolkata,12,37.2,29,1000.9,3.5,30,6.5,2.5,Sunny,0
566,Bengaluru,2,20.7,29,1021.1,27.5,56,8.3,0,Partly Cloudy,0
567,Pune,3,14.5,86,1019.3,16.2,99,5.9,3.3,Cloudy,0
568,Pune,11,41.8,51,1019.0,14.3,91,13.2,0.7,Cloudy,1
569,Kolkata,1,31.4,36,1003.3,26.8,13,8.5,0,Sunny,0
570,Kolkata,11,38.3,66,998.0,9.3,68,5.8,0,Partly Cloudy,1
571,Mumbai,5,13.1,60,994.6,28.8,71,8.4,4.3,Cloudy,1
572,Bengaluru,12,35.3,98,999.8,3.1,78,13.5,7.5,Cloudy,1
573,Delhi,3,9.0,31,994.2,2.6,54,6.8,0,Partly Cloudy,0
574,Jaipur,10,20.1,67,1022.7,21.7,85,12.4,0,Cloudy,1
575,Jaipur,10,12.5,84,993.9,10.0,82,11.1,0,Cloudy,1
576,Ahmedabad,5,39.0,75,997.3,27.6,42,12.1,1.3,Partly Cloudy,0
577,Jaipur,8,9.0,85,994.5,14.9,21,5.3,0,Sunny,0
578,Lucknow,12,35.1,66,1012.2,3.1,38,8.7,5.8,Partly Cloudy,1
579,Lucknow,4,29.1,95,996.4,15.0,8,6.1,3.1,Sunny,0
580,Lucknow,10,34.8,94,1017.8,6.0,85,2.6,0,Foggy,0
581,Ahmedabad,8,11.9,84,1003.0,3.8,56,3.9,4.8,Partly Cloudy,1
582,Ahmedabad,7,19.1,32,993.6,24.7,74,13.7,2.5,Cloudy,0
583,Delhi,3,30.5,82,1011.3,12.3,73,7.5,5.8,Cloudy,1
584,Kolkata,7,32.4,69,1029.6,17.9,78,14.8,12.8,Stormy,0
585,Kolkata,1,20.6,95,1028.7,1.0,71,12.6,0,Cloudy,0
586,Chennai,7,31.9,75,1015.0,21.6,51,6.7,8.2,Partly Cloudy,1
587,Bengaluru,8,12.7,96,1005.4,27.8,53,3.6,7.9,Foggy,1
588,Mumbai,11,8.5,87,1016.3,29.3,17,2.6,0.4,Foggy,0
589,Lucknow,8,38.4,79,1014.9,14.2,54,9.0,0,Partly Cloudy,1
590,Ahmedabad,1,27.6,55,1018.5,8.8,69,9.3,4.4,Partly Cloudy,1
591,Delhi,10,24.4,72,994.5,15.0,88,2.6,2.2,Cloudy,0
592,Kolkata,8,25.6,91,1025.6,3.6,60,10.0,0,Partly Cloudy,0
593,Mumbai,11,29.5,64,1014.5,27.2,68,12.0,0,Partly Cloudy,0
594,Hyderabad,7,20.0,62,1001.6,2.0,76,11.6,4.2,Cloudy,0
595,Ahmedabad,5,10.1,85,1013.1,17.6,84,14.9,5.5,Cloudy,1
596,Mumbai,3,25.2,60,1000.1,18.9,35,13.1,0,Sunny,1
597,Mumbai,10,13.9,44,1016.4,11.7,22,5.0,0,Sunny,0
598,Delhi,6,41.5,43,1013.8,24.8,63,11.7,0,Partly Cloudy,0
599,Lucknow,4,30.5,46,998.4,22.3,44,2.2,0,Partly Cloudy,1
600,Jaipur,7,24.2,85,1019.8,22.8,68,4.7,12.2,Stormy,1
601,Bengaluru,9,37.6,26,1001.6,24.1,48,10.7,7.9,Partly Cloudy,1
602,Pune,11,20.0,80,1014.4,19.9,34,6.0,0,Sunny,1
603,Mumbai,5,30.2,75,1008.4,20.6,30,11.4,0,Sunny,1
604,Bengaluru,6,26.6,26,1023.3,1.3,12,8.6,0,Sunny,0
605,Hyderabad,4,32.7,57,997.7,1.7,11,2.3,0,Sunny,1
606,Ahmedabad,11,12.1,40,993.5,18.5,48,10.4,0,Partly Cloudy,0
607,Ahmedabad,3,38.5,48,1000.1,14.5,9,10.1,4.1,Sunny,0
608,Hyderabad,5,13.5,34,1001.1,2.8,49,6.0,0,Partly Cloudy,1
609,Kolkata,3,23.0,87,1029.2,6.8,50,3.9,0,Foggy,0
610,Chennai,10,29.9,81,1018.6,4.0,9,2.5,0.6,Sunny,0
611,Jaipur,1,38.5,44,1016.1,1.0,4,10.5,0,Sunny,0
612,Ahmedabad,1,25.5,87,1009.1,12.7,93,12.0,10.7,Cloudy,0
613,Pune,4,8.1,86,994.8,16.5,45,6.0,0,Partly Cloudy,0
614,Mumbai,6,26.2,68,993.2,14.3,98,5.4,4.6,Cloudy,1
615,Pune,1,40.9,49,1002.0,12.3,13,10.0,0,Sunny,0
616,Chennai,3,9.2,28,1018.8,18.2,62,6.7,4.6,Partly Cloudy,0
617,Kolkata,8,26.2,82,1028.7,1.5,43,2.3,0.8,Partly Cloudy,1
618,Pune,8,40.0,93,996.0,17.8,9,2.0,0,Foggy,1
619,Delhi,8,38.8,30,999.7,19.8,1,3.8,4.6,Sunny,0
620,Jaipur,10,13.8,33,1022.7,4.1,63,9.5,4.3,Partly Cloudy,0
621,Mumbai,4,22.5,76,1003.0,29.3,73,8.9,0,Cloudy,1
622,Delhi,10,13.9,33,994.8,5.1,53,3.8,12.1,Stormy,0
623,Jaipur,4,39.5,30,995.3,23.9,80,9.8,3.2,Cloudy,0
624,Delhi,1,14.1,36,1018.3,18.2,36,7.1,0,Partly Cloudy,0
625,Jaipur,12,12.3,43,1015.6,16.2,52,4.7,4.0,Partly Cloudy,0
626,Jaipur,10,40.3,63,1003.9,1.1,30,4.1,7.3,Sunny,0
627,Mumbai,10,20.3,94,1010.3,14.5,80,10.4,2.5,Cloudy,0
628,Jaipur,8,14.0,30,992.2,11.6,26,7.4,3.7,Sunny,0
629,Jaipur,1,11.6,31,1027.0,6.1,100,1.9,1.1,Cloudy,1
630,Jaipur,10,27.7,78,998.0,20.6,41,4.6,0.3,Partly Cloudy,1
631,Chennai,2,16.1,77,1024.8,11.9,28,2.5,0,Sunny,1
632,Chennai,10,23.5,74,1004.9,14.3,24,10.0,0,Sunny,0
633,Chennai,6,12.3,97,992.4,5.0,59,7.7,5.2,Partly Cloudy,0
634,Ahmedabad,3,34.8,46,1013.1,17.0,29,2.7,4.5,Sunny,0
635,Jaipur,4,28.1,84,1001.2,22.2,94,13.3,3.1,Cloudy,1
636,Ahmedabad,3,39.1,25,1006.7,2.3,60,11.4,8.3,Partly Cloudy,0
637,Lucknow,9,21.4,37,1008.1,8.0,71,11.7,1.2,Cloudy,1
638,Hyderabad,5,16.1,36,990.6,20.4,20,11.0,0,Sunny,0
639,Ahmedabad,1,41.2,84,1020.9,26.4,51,4.0,5.4,Partly Cloudy,0
640,Delhi,11,10.4,67,1011.2,9.6,96,5.1,0,Cloudy,0
641,Pune,10,35.0,35,1014.8,10.7,7,8.4,4.5,Sunny,1
642,Lucknow,6,23.8,30,1004.6,6.1,71,11.0,0.5,Cloudy,0
643,Chennai,3,41.4,55,1011.6,19.8,94,14.2,0,Cloudy,1
644,Chennai,6,20.0,59,1010.1,13.3,6,2.4,0,Sunny,0
645,Jaipur,9,25.9,40,1008.8,16.4,68,13.6,0,Partly Cloudy,0
646,Mumbai,4,38.3,83,993.5,12.3,22,5.4,1.9,Sunny,0
647,Mumbai,3,17.4,43,1009.9,26.4,66,14.4,8.1,Partly Cloudy,0
648,Bengaluru,8,19.8,81,1019.5,1.6,24,2.3,1.2,Sunny,0
649,Chennai,9,29.9,77,1013.1,20.0,100,5.9,0,Cloudy,0
650,Jaipur,8,18.3,41,1025.9,9.9,33,4.6,0,Sunny,0
651,Kolkata,1,13.0,61,1008.2,5.8,20,11.1,0,Sunny,0
652,Bengaluru,3,16.1,30,1029.8,17.7,56,5.0,16.1,Rainy,1
653,Delhi,11,18.8,69,995.9,14.0,20,8.7,1.3,Sunny,0
